"content","username","tweet_published_at","type"
"Rekomendasi Smart Android TV! Harga Under 2 juta! 
.
.
.
A Thread https://t.co/pADnnEFY65","Krizky11","2023-05-03 06:21:18+07","tweet"
"yaallah pengen punya duit buat nonton coldplay :)","pawpawnonon","2023-05-03 23:39:10+07","tweet"
"Buat yang nanyain kita buka slot Coldplay, EXO, SM Town, The Boyz kapann.. 

Jawabannya, kita selalu open slot ketika sudah ada konfirmasi artisnya beneran ke indo😁

ini berlaku untuk semua konser / fanmeeting yg akan datang ya guys👍 #QnAWartik https://t.co/843E71nrwy","wartiketidofc","2023-05-03 23:39:05+07","tweet"
"@chatimeic cuti kuliah demi coldplay","andreeaaawwwsss","2023-05-03 23:39:00+07","tweet"
"Juni indonesia open, oktober coldplay.. paringono rejeki ya Allah 😭","puspdm","2023-05-03 23:38:57+07","tweet"
"@ieiin3 Gimana kalo kita nonton coldplay aja, kita ketemuan disana bunda bunda","maistuesbelle","2023-05-03 23:37:43+07","replied_to"
"Yaallah mau nonton Coldplay plss beneran mau bgtt","archvakk","2023-05-03 23:36:51+07","tweet"
"gebrakan tudey:
kakak jungwoo
announce coldplay in jkt
kai wamil
abis renjun
doy boboan minta di cute

cape bgt hari ini","obok_eomma","2023-05-03 23:36:06+07","tweet"
"@sskinnypandaxx @taktaurus kasi gweh tiket coldplay adliiiiii","detwooo","2023-05-03 23:30:42+07","replied_to"
"@tanyakanrl ragu semesta isyana dan shiver coldplay sih...","sambatsejenak","2023-05-03 23:36:03+07","replied_to"
"gajadi coldplay","nindyuy","2023-05-03 23:35:50+07","tweet"
"Coldplay kesini berapa duit ya?","noodleboodle","2023-05-03 23:35:48+07","tweet"
"Pagi Sore | Dollar | Coldplay | Gus Baha | 11 Mei | Istana | Sukoharjo | Pakuwon | KAI WE WILL WAIT FOR YOU | BATTLE OF THE TRAVELLING BTS | Hybe | BRICS | Halal Bihalal | KIM DOYOUNG https://t.co/RaAllK2SxI","RuthcharuniV","2023-05-03 23:35:26+07","tweet"
"Djokovic advances to French Open second round https://t.co/V1vGaqFFFB","SeketAanru","2023-05-29 22:19:20+07","tweet"
"Sosoan nabung buat beli tiket konser Coldplay, pas udh muncul tiket harga 10juta mampus lu puter balik pasti","Pohonkaret88","2023-05-03 23:35:24+07","tweet"
"Gimana ternyata yg ke Indonesia bukan Coldplay, tapi Hotwork","Kelanashil","2023-05-03 23:35:23+07","tweet"
"1 konser tubatu
2 konser coldplay

ALIAS BS GASI DUIT TUH DIPETIKKKKKKKKK 😭😭😭😭😭","uarmyhooooooope","2023-05-03 23:34:52+07","tweet"
"FLASHSALE!!!
Promo Shopee diskon 34%
Pas bgt untuk hangout, ke kampus, atau ngedate. ❤️

Cek produknya sekarang!!
https://t.co/1LpHjzZvTH
🛍️🛍️🛍️🛍️🛍️🛍️🛍️🛍️
Coldplay 11 Mei Pagi Sore Gracie  Sukoharjo London is Red #promo #shopee #promoshopee #diskon #celanawanita #flashsale #HARAM https://t.co/LMcmYyttNd","Airahanindya","2023-05-03 23:34:12+07","tweet"
"GAMAU TAU NIH COLDPLAY HARUS DAPAT TIKETNYA KALAU EMANG BENER NIH, BODOAMAT DAH","ajiepanqestu","2023-05-03 23:30:30+07","tweet"
"@YUJINexp Absen dulu malem ini udah galauin coldplay","latangkabagas","2023-05-03 23:30:23+07","tweet"
"Coldplay november nih? Ahahahhaha pesugihan dl apa ya😭","Sianakbawank","2023-05-03 23:30:11+07","tweet"
"Kak mau nanya btw promotor yang bawa Coldplay kalo beneran siapa ya? 😭","Cycloneisian","2023-05-03 23:27:55+07","tweet"
"hidup itu ada 2 pilihan
1. konser txt
2. konser coldplay","ica_a_y","2023-05-03 23:27:51+07","tweet"
"@0501privatess @ahhgobil Coldplay barengan lahh","ndaily99","2023-05-03 23:27:39+07","replied_to"
"Dapet informasi Coldplay rencana mau concert 15/11/2023 cuma belum tau itu udah tanggal pasti atau belum. Ijin ke suami dari sekarang, jawabannya boleh nonton tapi aku ga ngurusin kamu 1 bulan.. 🥹🥹🥹","sherlytanifan","2023-05-03 23:27:31+07","tweet"
"@horanuniqlo halo kak. kita open jastip coldplay ya. ig bisa diklik link diprofile kita. kita lebih aktif ditwt. kalau berminat, feel free to ask by dm^^","tixseoulution","2023-05-03 23:27:10+07","replied_to"
"Woii ini beneran ga sih coldplay konser di Indo 😭😭😭","Kaleejaa","2023-05-03 23:26:18+07","tweet"
"Nangis bgt udah dah ga bisa  nonton coldplay 😭","berternakasu","2023-05-03 23:26:15+07","tweet"
"imagine bday gift gw adalah tiket nonton coldplay beserta akomodasinya WKWKWKWK","martabwaktelur","2023-05-03 23:24:19+07","retweet"
"@COMRADE_SOLAR @mistamosby nonton Coldplay gaaaak?","jn_jiu","2023-05-03 23:22:49+07","tweet"
"anjir ak mo jg ninton coldplay ols doain","mochiisahii","2023-05-03 23:22:24+07","tweet"
"-selldips! yang minat ss skin aqua reply yaa nanti bisa cod atau aku anter ke kos kaliann! https://t.co/GECjlg9rc3","undipmenfess","2023-05-03 16:45:01+07","tweet"
"Coldplay uda fix gabisa 🥲 smtown yuk bisa yuk🙏🏻🙏🏻🙏🏻","chooingum","2023-05-03 23:21:54+07","tweet"
"@mochiishiho @soulcried ada anjir gw nonton skyave aja sm mantan 😇 trs coldplay (kalo jadi ke indo) sm mantan lg 😇👊🏻","kyutiesaiurs","2023-05-03 23:21:53+07","tweet"
"@abharinafnaf @adisdvn Serius ? Udah ada info dri official nya coldplay juga ?","ryanJuang2","2023-05-03 23:21:42+07","replied_to"
"Info harga tiketttt coldplay digbk","Nurullly21","2023-05-03 23:21:25+07","tweet"
"wtb slot jastip coldplay

WAJIB SERTAKAN IG","horanuniqlo","2023-05-03 23:20:48+07","tweet"
"@sbyfess Nikah bisa ditunda, coldplay jangan play play","Duriaaahn","2023-05-03 23:19:43+07","replied_to"
"wah kalau seventeen ke sini september trus coldplay november gua dpt duit dari maneeeee bujang","fasyauf","2023-05-03 23:19:25+07","tweet"
"@28myoon @coldplay buat asia ada kali yah 🤭 tandain dah TUH","heiseonberg","2023-05-03 23:18:57+07","replied_to"
"INI COLDPLAY BENERAN GA","kyusondeep","2023-05-03 23:18:27+07","tweet"
"Abis agust d, sekarang terbitlah coldplay , help me wootteoooo 😭","thaliahaskara","2023-05-03 23:17:39+07","tweet"
"Aku ketika muncul rumor coldplay. Mana yg harus aku ikhlaskan? YAA ALLAH MAU DUA DUANYA 😭😭😭","mwawarr","2023-05-03 23:17:38+07","tweet"
"seriuss gaa coldplay mau ke jkt? adooh kalo iya gw nangesss","aprylieoo","2023-05-03 23:17:01+07","tweet"
"YA ALLAH YG BENER AJA WAR TIKET COLDPLAY BULAN INI","itschaosmyth","2023-05-03 23:16:42+07","tweet"
"cepett beli sunscreenku biar aku bisa nonton coldplay cepetannnnn (tapi yang putih dah abis)","keselekpremen","2023-05-03 23:16:40+07","retweet"
"buseet nangis aja kl coldplay fix kejkt trs lu ga nonton mah kt gw utk apa hidup didunia bro","flowhemmings","2023-05-03 23:16:17+07","tweet"
"@taktaurus bro bro bayarin tiket konser coldplay, ke wc umum aja abis cebok langsung kabur","detwooo","2023-05-03 23:15:38+07","replied_to"
"@celixalexandra bokap gua pulang kantor lgsg nyerocos soal coldplay trus gua disuru beli sendiri anjj biar gua gbs gangguin mami daddy nntn berdua disana","lyrzics","2023-05-03 23:14:35+07","replied_to"
"AKKK SHSHHSHS SAMAA BINGUNG TAPI SMTOWN KAYA KUDU BGT SIHH 😭😭 tapi coldplay juga samaa wl bgt dari dulu😭😭😭 tpi duit nyaa cukup buat satu konser ajahh :3333","jenopage_","2023-05-03 23:14:31+07","tweet"
"Gak akan nonton coldplay soalnya","raqonidin","2023-05-03 23:14:21+07","tweet"
"napa pada pen nonton kodpley? beneran pens apa cuma tau top 5 coldplay aja?
ayo serang aku","pancongmancur","2023-05-03 23:14:14+07","tweet"
"pgn nonton coldplay tp tabungan gw sampe bln nov udh nyentuh 2 digit blm ya 😭😭😭😭","SinCosxTan","2023-05-03 23:14:11+07","tweet"
"@tanyakanrl Jangan mati dulu sebelum nonton coldplay di indo cees.","ocedibalik","2023-05-03 23:13:38+07","replied_to"
"@aMrazing Simulasi nanti setelah pada selesai war tiket coldplay yang super cepet sold outnya","mgptrb","2023-05-03 23:06:54+07","replied_to"
"Udah siap diajak nongtong kongser nya om om @coldplay di jegardah nich https://t.co/QlNaQHftYB","chintyappertiwi","2023-05-03 23:13:26+07","tweet"
"plissss Coldplay kudukung semua perjalananmuu💖 tapi ngarep bgt jugaa tur ke Indo😭👌","akuncadanganih","2023-05-03 23:12:59+07","tweet"
"@hartassuwastika Pengen bang tapi yg sheila on 7 aja begitu gimana coldplay. Cari calo apa wkwkwk","SeptiSM__","2023-05-03 23:12:39+07","replied_to"
"FlashSale Shopee dapet oven.. ayo serbu..
giselle Pagi Sore Sukoharjo Hujan Gus Baha Coldplay Tunjungan Pizza Pakuwon Istana EXO-L https://t.co/iB7lc8bxWZ","ArthoomanStore","2023-05-03 23:12:15+07","tweet"
"Dijamin amanah dan akan terarahkan bersama. Jadi jangan khawatir. Untuk pemesanan cek on bio ya🤍.
#Coldplay #ColdplayIndonesia #coldplayjakarta #coldplaytickets #wartiketcoldplay","jasainajaa","2023-05-03 23:11:54+07","replied_to"
"Halo warga indo. Bagi yang mau di bantu untuk war tiket COLDPLAY JAKARTA, silahkan hubungi kami ya. Hanya untuk 10 orang pertama. Dan akan kami buatkan grub bersama untuk saling berbagi info dan bisa sama-sama untuk pergi konsernya ya. Ayo join guysss✨.","jasainajaa","2023-05-03 23:11:54+07","tweet"
"gua pgn nonton coldplay di indo tapi plis, boleh tahun depan aja ga?

blm settle bgt ini saya nya😭😭😭😭😭😭😭😭😭😭😭","ggorgeousppl","2023-05-03 23:11:36+07","retweet"
"Kalo yang ngadain konser coldplay promotornya java musikindo mah udah pasti bener dah wkwkwkw yang mau beli tiketnya liat rekam jejak promotornya dulu ygy","Hidamets","2023-05-03 23:11:19+07","tweet"
"@Rosi_Occhie Ke Jogja bisa kapan aja. Nonton Coldplay sama ayang kapan lagi wkwkwk. Nanti ku bantuin war tiket nya 🤣🤣","nofeember_","2023-05-03 23:10:24+07","replied_to"
"@tanyakanrl Hmm apa ya....tiket coldplay deh...WAR nya itu yg bikin ga yakin dpt..","lnsjprnxx","2023-05-03 22:58:08+07","replied_to"
"gue mau me manifest diri gue supaya bisa menangin war tiket coldplay ( kalo beneran ksni ) &amp; smtown Aamiiiin","tupaivv","2023-05-03 23:10:22+07","tweet"
"ini kalo coldplay bener dateng gua nabung anjing dari sekarang","stfue_","2023-05-03 23:10:06+07","tweet"
"pgn nonton konser coldplay tp set listnya fix you 3 jam boleh gak.","veeknowsnothing","2023-05-03 23:08:05+07","tweet"
"hibur aku dengan membelikan tiket konser coldplay","axyowk","2023-05-03 23:07:38+07","tweet"
"anj bmth masi blm jelas ini lg tbtb coldplay","Lazuardl","2023-05-03 23:06:43+07","tweet"
"inget gue nonton konser coldplay di netflix dan bikin mesmerized semoga bisa nonton rill cuy 🥺","kinosadewa","2023-05-03 23:06:43+07","retweet"
"Coldplay confirmed, next Abel please! 😤

Tapi bisa"" tabungan tahun ini dipake cuman untuk nonton konser doang😫 https://t.co/jDw8AVbVZ8","minieloveskoo","2023-05-03 23:05:55+07","tweet"
"coldplay di jkt ya?","kookie4brekkie","2023-05-03 23:04:31+07","tweet"
"nyepong gadun apa biar kebeli tiket coldplay","lmworshipper","2023-05-03 23:04:07+07","tweet"
"untung ga terlalu suka coldplay 😁","Rizkiputh","2023-05-03 23:03:47+07","tweet"
"Kayaknya udah dimulai hawa panas orang-orang mau war tiket Coldplay 🥲😅","BowskyB","2023-05-03 23:03:22+07","tweet"
"yaoloooo coldplay 15 november bgt nih. gue lagi disini nggak ya 🥲🥲🥲","farahmhr","2023-05-03 23:03:22+07","tweet"
"Self reward ideas: macrame bag✨

Tags hujan milk mino nangis going seventeen gose nini taeyong jeruk chelsea jongin malam cantik banget coldplay jepang 20 m kim kai jungwoo sehun mamat hybe taeil dollar kim minah wooyoung sukoharjo bali indonesia","yukhematbareng","2023-05-03 23:02:41+07","retweet"
"Rekomendasi cute macrame bag/slingbag

--a thread https://t.co/goc6luqnkw","yukhematbareng","2023-04-16 14:22:37+07","tweet"
"Ariana Grande kalo nyanyi lagu2 viral Indonesia, 

Menggunakan Ai yg mampu menyerupai suaranya Ariana😱

#HARAM Gus Baha Pagi sore istana coldplay https://t.co/jvwtXKGpuj","hitsviraltv","2023-05-03 23:02:16+07","tweet"
"trus dia tau kan lagu itu but gatau kalau itu coldplay yg nyanyi wkwk","mixueha","2023-05-03 23:01:27+07","replied_to"
"padahal pas awal gua minta temenin nonton Coldplay di bioskop dia aja gatau Coldplay siapa dan gua kasih tau dong kalo coldplay tuh yg nyanyi lagu yellow, fix you, etc","mixueha","2023-05-03 23:01:26+07","replied_to"
"@westenthu ga bermaksud ngebela cuma sebelumnya ada satu akun konser yg sok-sokan ngespill tanggal konsernya coldplay, makanya mungkin dia latah😂 cuma emg gtu, jangan percaya sama jakarta konser","glossyb0mb","2023-05-03 23:01:24+07","replied_to"
"Sedih karena kai berangkat wamil otomatis konsernya bakal ber7, apakah Aku nonton coldplay dulu sambil nunggu mereka full team 😭😭 https://t.co/EXAuHn1onc","10v3Exoxo","2023-05-03 23:01:01+07","tweet"
"@convomfs Yang udah ga sabar nonton coldplay pdhl masih gosip siapa cungggg aku aku akuu","ardsandd","2023-05-03 23:00:40+07","replied_to"
"Lagunya Coldplay","artficiele","2023-05-03 22:59:51+07","retweet"
"@convomfs lagu enak dong","1O8am","2023-05-03 22:45:11+07","replied_to"
"@Rosi_Occhie Lah piye? Wkwkwk
Yaudah Gpp, kamu nonton Coldplay sama ayang aja 🤭","nofeember_","2023-05-03 22:58:51+07","replied_to"
"coldplay udah rame bener ini info2nya. bmth belum keliatan juga nih kabarnya🙄","darssski","2023-05-03 22:58:06+07","tweet"
"seru kaliya nonton konser coldplay?!","dumpiestweett","2023-05-03 22:57:33+07","tweet"
"UANG MANA UANG MAU NONTON COLDPLAY","yeyriems","2023-05-03 22:57:24+07","tweet"
"semoga batal. kalo pun coldplay jadi ke indo, harus bisa nahan diri.
pankapan pasti bisa nonton ke negara sebelah bareng suami😭","Ristahtg","2023-05-03 22:56:32+07","tweet"
"@IDWantsColdplay @coldplay promotornya aja collab bro","catnixs","2023-05-08 21:28:29+07","replied_to"
"Buruh Indonesia All Out dukung Ganjar Pranowo menjadi RI1, 2024 Ganjar Pranowo menang total 🇮🇩
Pagi Sore | Dollar | Coldplay | Gus Baha | 11 Mei | Istana | Sukoharjo | Pakuwon | KAI WE WILL WAIT FOR YOU | BATTLE OF THE TRAVELLING BTS | Hybe | BRICS | Halal Bihalal | KIM DOYOUNG https://t.co/NqoZc7lltT","IndriVeby","2023-05-03 22:55:37+07","tweet"
"@bluerainbowcake Halo kak kami open jastip coldplay, bisa di cek testi kami di pinned twt dan ig yah kak. Kami juga memiliki tim 50 orang dan berpengalaman di beberapa konser lokal dan internasional. 🙏☺️

https://t.co/7lz7XxNFEr","teteehkay","2023-05-03 22:54:14+07","tweet"
"@pusparmdhn Parah yaak kalo jadi segituan.. gue msh ada nii screenshot war tiket Coldplay yg di SG thn 2017 🤣 saat itu paling murah 900rb, paling mahal 3 jutaan ~ even yg di Eropa aja, tahun kemarin tiketnya 2jutaan kalo di rupiahin 😂 sini kebanyakan preman sii, yg minta setoran bnyk","nurlisaulfa","2023-05-03 22:53:19+07","replied_to"
"Ini orang2 mulai send DM coldplay mau dateng “ayok dev ayok dev”… hehhh itu bukan prioritas gue sekarang 🧐🧐🧐","bukanDWP","2023-05-03 22:53:13+07","tweet"
"serem bgt Coldplay dibilang confirmed sama akun unofficial, dan replynya udah banyak yang nyari jastip, entah itu akun jastipnya sendiri atau beneran orang nyari, intinya pasti banyak yang kena tipu. liat aja nanti","galaxchin","2023-05-03 22:49:16+07","tweet"
"@dindsneyland__ coldplay, txt, KSH mo kesini tuh... gmn? :))","szzharszz","2023-05-03 22:52:40+07","tweet"
"Ganjar dorong Kepala Daerah se Jateng perjuangkan gaji honorer.

2024 #MenangTotal 

// Pagi Sore Sukoharjo Dollar Gus Baha Istana Coldplay Pakuwon 11 Lampard Chelsea Halal Bihalal London is Red Jake KAI WE WILL WAIT // https://t.co/g1HHuZKheZ","mila_syam67","2023-05-03 22:52:17+07","tweet"
"orang kantor pada riweh war tiket konser coldplay","HumHuma97","2023-05-03 22:52:05+07","tweet"
"yuk siapa yg muk beliin aku tiket konsernya coldplay😔☝🏻","onyourskiest","2023-05-03 22:52:03+07","tweet"
"@human0oid masih, dan Coldplay kalau di luar ga gitu mahal tiketnya

kecuali promotor Indo emang pengen cuan banget untungnya","oedit","2023-05-03 22:49:10+07","replied_to"
"november. bener bener ini bebeepa hari setelah gua ultah🥺🥺 waktu justin sama nct 127 tahun lalu bebeepa hari sebelum gua ultah. Asli yaa november tuh bener bener indah banget🥺🥺 semogaa bisa nonton coldplay tahun ini aaaamiin😭🙏🏻","issamaruk","2023-05-03 22:51:41+07","retweet"
"pliss kalo coldplay udah fixx, ticketing nya jangan mendadak promotorr!! 😭","xxalc16","2023-05-03 22:50:23+07","tweet"
"anjir udh banyak calo jastip tiket coldplay aj😭","pptryyn","2023-05-03 22:49:53+07","tweet"
"@itsjunelav Halo kak kami open jastip coldplay, bisa di cek testi di pinned twt dan ig yah kak. Silahkan kalau mau tanya2 terlebih dahulu 🙏☺️

https://t.co/Azgt7XHQHr","teteehkay","2023-05-03 22:49:31+07","replied_to"
"Antara nabung nikah sama nonton coldplay. Mampus bingung","wuleule","2023-05-03 22:48:55+07","tweet"
"YaAllah pengen bgt nonton coldplay, tapi mahal bgt ongkosnya 🥲 yaAllah boleh dong aku dikasih tiket gratis, lewat jalur apapun. Aamiin","mikimosh23","2023-05-03 22:48:06+07","tweet"
"Realita orang tua ingin anaknya segera menemukan pendamping hidup, tapi anaknya sibuk mikirin war tiket Coldplay 😌","hnnyhtr","2023-05-03 22:48:04+07","tweet"
"Siapp menghambur2kan uang untuk tiket konser Coldplay, klo amit2 gadapet pun gw tetep bakalan beli di Calo berapa pun harganya","m_erfian","2023-05-03 22:47:23+07","tweet"
"Siapapun ayo nonton coldplay😭😭😭","Ardnyzl","2023-05-03 22:46:51+07","tweet"
"temen gue ngajak nonton coldplay tapi tar dulu bang ini tabungan kita dah beneran abis keknya😭","kjwsaurus","2023-05-03 22:46:17+07","tweet"
"@dustllama coldplay aja yuk plis","afternojaem","2023-05-03 22:46:14+07","replied_to"
"25. @eeicsohn
26. Aku paling suka ini
27. Kang Chani, jujur ya sama sih.... Karena aku udah selesai ceritanya di chani skrg ceritanya di ayen 
28. Love my self //
29. Mageran
30. Coldplay - yellow https://t.co/PFjyWO8s1k","inijeongini","2023-05-03 22:46:01+07","replied_to"
"coldplay confirmend ✅
duit ku yg belom confirm ada apa gak😭🙏🏻","meoowpawss","2023-05-03 22:38:08+07","tweet"
"Anjer emang dari dulu suka kali caper🙃 tau ga info itu udah deg deg ser Coldplay bakal ke indo😭","karfebriz","2023-05-03 22:45:49+07","retweet"
"wst cie caper soalnya postannya di delete😂 https://t.co/T5lFsNaJ5J","westenthu","2023-05-03 21:30:02+07","tweet"
"Ini coldplay beneran confirmed ke jkt?","moonierre","2023-05-03 22:45:09+07","tweet"
"@caraamellattte @howrary war udj di web mecima aja bisa, yakali coldplay gabisa EAA
plis harus bisa dapet😭","fckxxu","2023-05-03 22:44:24+07","replied_to"
"Jadi ada yang dulu nyinyir banget liat effort para penggemar KPop buat nonton konser. 

Terus orang yang sama, sekarang lagi heboh buat mau nonton Coldplay. https://t.co/veky5b7kQd","plasmasitrat","2023-05-03 22:38:14+07","tweet"
"Tiap ada band/musisi internesyenel yang mau manggung di sini tuh mau nonton tapi nggak juga gpp, tapi kalo Coldplay ini mau banget banget atulaaahh. Aku jaraaang banget nonton konser, tapi kalo Coldplay mah pliss mauuu.","youhmajessi","2023-05-03 22:44:18+07","tweet"
"@keziameidy Wkwkwk belum ada announcement di websitenya Coldplay ciii","Suddendecision","2023-05-03 22:43:55+07","replied_to"
"@hdrxiao ... praying taengcon ga berdekatan dengan coldplay 🥲","greywineee","2023-05-03 22:43:24+07","replied_to"
"haii guys ada yg tau ga ya jastip coldplay yg trusted dimana, atau kalo kalian tau akun akun jastip yg trusted boleh share dongg🥹🫰🏻","munloeychan","2023-05-03 22:42:48+07","tweet"
"Ya allah dekatkan sama cwo yg mau nonton 1975 soalnya sama yg coldplay kemaren gajadi :( 

Hahahahhha","sun_eater23","2023-05-03 22:42:46+07","tweet"
"Katanya coldplay november ke Indonesia.. hmm bener ga yah
Di apps coldplay ajaa baru sampe oktober doang tuh jadwal konser dan itupun jauh betul di US
Eh tunggu, yg katanya pada ngefans coldplay pada tau ga mereka punya apps? Wkwkwkwk atau fans dadakan nih pada?🙈","mellamellia","2023-05-03 22:42:40+07","tweet"
"Vibesnya @coldplay emang gokil sih.. ajaib! https://t.co/pgpZ6X2qJ3","kunfayakun_jadi","2023-05-03 22:42:15+07","tweet"
"Doa ku semoga dpt tiket konser coldplay , aamiin","fadiyainptr","2023-05-03 22:41:58+07","tweet"
"yang di jakarta buruan nabung dr skrg.. krn konser coldplay salah satu yg harus kalian tonton sblm
meninggal. Tahun lalu gw nonton di Webley, spekta bgt. https://t.co/hlgx2DQPyZ","SarangBidadari","2023-05-03 22:38:20+07","tweet"
"yang mau jastip tiket coldplay bisa ke aku yah.

cuman kalau gadapet maaf yah, soalnya aku orangnya teledor dan pemalas. itu jatidiriku kamu gabisa protez.

NOTE: uangnya gabisa direfund, cause sudah aku abisin duluan. sebagai gantinya aku bisa beliin tiket kereta cimahi-gedebage","Mjtrisandiaz","2023-05-03 22:41:57+07","tweet"
"Mon maap besoknya berangkat bisa meninggal kalo nonton coldplay dulu 😭","anggora95","2023-05-03 22:41:46+07","retweet"
"Mampus beneran kan ada coldplay anj😭😭😭😭","naufaldelrey","2023-05-03 22:41:28+07","tweet"
"@howrary @caraamellattte DIBUKA KAK JASTIP KONSER COLDPLAY DI GBK 15 NOV 2023🙏🙏🙏🙏🙏","fckxxu","2023-05-03 22:40:44+07","replied_to"
"Bayangin tungguin coldplay udh lama banget

Sekalinya [bakal] datang 
Lagu yang ditunggu ga bakal dimainain

Another day
Another heartbreak
😊👍💔

https://t.co/42Ceq9TG5K","indsane","2023-05-03 22:39:01+07","tweet"
"hidup itu ada 2 pilihan
1. konser ateez 
2. konser coldplay","ignimingi","2023-05-03 22:38:48+07","tweet"
"@Box2boxID @coldplay Lg banyak kebutuhan, untung dl pernah nonton 2016.","sher_locked7","2023-05-03 22:38:48+07","replied_to"
"Coldplay terlalu sayang untuk dilewatkan. Kalau jadi ke sini, rencana healing ke bali-lombok sepertinya ditunda dulu 😂😂","ristiwirjoredjo","2023-05-03 22:38:47+07","tweet"
"Kalo gagal dapet tiket Coldplay, ngejar The Corrs deh, dan kalo gagal juga, berarti ke The Cardigans. 😆","IrfantoAndi","2023-05-03 22:38:24+07","replied_to"
"Posting Pengumuman Dihapus, Benarkah Coldplay Bakal Konser di Jakarta 15 November Nanti? https://t.co/jJAbQYzACI","piknikdong","2023-05-03 22:35:48+07","tweet"
"Ngeri Dito Mahendra Suami Nindy Ayunda Bakal Dicekal, Bareskrim Umumkan DPO Karena Mangkir dari Panggilan
https://t.co/2cARl3iG16

Pagi Sore Dito Mahendra Bareskrim Pakuwon Istana Dollar Coldplay Halal Bihalal Indonesia DPO","RedaksiOrbit","2023-05-03 22:35:43+07","tweet"
"@uuunderthename @literarybase secukupnya untuk konser coldplay aja 🙏🏻","frozenpaines","2023-05-03 22:35:38+07","replied_to"
"coldplay beneran 15 nov? KENAPA HARI RABU SIH?!😕😭","imlov3d_","2023-05-03 22:35:31+07","tweet"
"@tzuyuindosat Kayaaaknya belum confirm deh, semoga cepet confirm!! Shein lagu coldplay yang disuka apa?","necdlace","2023-05-03 22:35:17+07","tweet"
"Sudah keluar fix tanggal coldplay di Indonesia🤘🏾🤘🏾🤘🏾","thisiskiddo","2023-05-03 22:35:07+07","tweet"
"Pengen nonton konser coldplay 🥲🥲
Baru kali ini bener bener pengen banget nonton konser tuhan.
Sekian","ineuhani","2023-05-03 22:35:05+07","tweet"
"@violetrum101 masalahnya satu kantor mau ada kayanya setengahnya mau nonton coldplay😭🙏🏻","tisanrd","2023-05-03 22:34:54+07","replied_to"
"Udah ak skrinsut y jakarta konser 😋
Manifesting bisa nonton konser coldplay 😇 https://t.co/2kfTf71NmQ","peachywai","2023-05-03 22:34:43+07","tweet"
"terlepas dari bener bakalan ke indo atau engga, kalau beneran jadi konser mereka @coldplay udh pasti masuk bucketlist once in a lifetime harus ditonton 😁
dan juga opa @PaulMcCartney yg kayanya gamungkin buat bisa nonton dia live karna udh jarang ngonser.","GunturH","2023-05-03 22:34:30+07","replied_to"
"knp fyp gua isinya coldplay semua","RissalPradana","2023-05-03 22:33:40+07","tweet"
"Jd siapa yg mw belikan aku tiket konser coldplay sbg hadiah ultah gw?","RachelDewi59","2023-05-03 22:33:23+07","retweet"
"hai sobat IndiHome yang jago nulis dan mau ikut Blog Competition #BerkontenRiaBersamaIndiHome semangaaat yaa, kalian hebat banget. Anak bangsa yang penuh karya
#AktivitasTanpaBatas

daftar di https://t.co/mptC8EBIQf

madrid lampard pagi sore coldplay lomba konten hadiah jutaan https://t.co/sinKTYEp7Y","fauzifirdaus_id","2023-05-03 22:33:07+07","tweet"
"@IDWantsColdplay @coldplay hehehehehwhhsuwheuwhdheheheiwidnei😭🫶🏻","gakdengbecanda","2023-05-08 21:16:28+07","replied_to"
"sapa yang cita citanya nonton Coldplay cungggg","dayjaemine","2023-05-03 22:33:06+07","tweet"
"Self reward ideas: cute slingbag✨

Tags hujan milk mino nangis going seventeen gose nini taeyong jeruk chelsea jongin malam cantik banget coldplay jepang 20 m kim kai jungwoo sehun mamat hybe taeil dollar kim minah wooyoung sukoharjo bali indonesia","yukhematbareng","2023-05-03 22:33:04+07","retweet"
"Rekomendasi girly aesthetic hand bag and sling bag

--a thread https://t.co/Gp2v29MRKB","yukhematbareng","2023-04-03 11:45:43+07","tweet"
"klo smtown, coldplay, taylor swift konser di indo di taun yg sama tuh harus kerja apa ya biar bisa nonton semuanya YA ALLAH APA GAK BISA AKU NONTONNYA GRATIS AJA","soulmarklee","2023-05-03 22:32:04+07","tweet"
"Rumor yang menyebut Coldplay akan konser di Indonesia tahun ini semakin santer. Kini, media sosial dihebohkan dengan rumor yang menyebut kalau Coldplay akan menggelar konser di GBK pada 15 November 2023

Siap-siap nabung ya sobat Medcom!

#coldplay

https://t.co/mtVbBqbzZH","medcom_id","2023-05-03 22:28:00+07","tweet"
"coldplay kalihhhh??? @notfficially","arifinammm","2023-05-03 22:31:35+07","tweet"
"angin kencang coldplay ke indo.. gue gandeng siapa ya kalo konseran nanti","issanteme","2023-05-03 22:31:33+07","tweet"
"anj coldplay gue hari biasa klo ga wfh gmn ya bgzttt","tisanrd","2023-05-03 22:31:10+07","tweet"
"@stvdyeah WOI AKU JG PENGEEEN NONTON COLDPLAY😞","psykewlogy","2023-05-03 22:30:58+07","tweet"
"Politik NU itu adalah ada di mana-mana, tidak ke mana mana, itu bahasa manis, tp merusak. Simak....#PKB 👍

🇮🇩
#GusMuhaimin Nahdhatul Ulama Halal Bihalal Gus Baha Istana #BangkitSolidMenang Dollar
#SemangaPKB #SemangatMuda  #2024ImamMuhlis Pagi Sore BRICS Coldplay Unhappy Jeruk. https://t.co/xRct7FsGiV","Imam_Muhlis1","2023-05-03 22:27:45+07","tweet"
