"content","username","tweet_published_at","type"
"Pagi ini Kan gue dapet tiket VIP nya Yoongi yg Jakarta... Tiket yg SG juga masih gue keep... Apa tiket SG gue lepas ya buat Coldplay? 🙄","tentangceritaAU","2023-05-09 05:34:27+07","tweet"
"@tanyakanrl apa sih bawa2 bp? gak bisa apa hype Coldplay aja tanpa banding bandingin, hadeh dari fandom apa nih yg ngirim menfess nya wkwk","0xLexa","2023-05-09 05:34:26+07","replied_to"
"Hujung bulan baru masuk payment, tgh bulan ticket Coldplay pulak 🥲","Amirrrmoo","2023-05-09 05:34:23+07","tweet"
"@rereniris @IDWantsColdplay @coldplay Nangissss","gnstati","2023-05-09 05:34:23+07","replied_to"
"Siap nabung sama ngapalin lagu coldplay kalik yaa mueheehe","ulimaraihn","2023-05-09 05:34:22+07","tweet"
"Intinya senang banget Coldplay bisa ke Indonesia, penantian panjang banget!","fizzhahut","2023-05-09 05:34:22+07","replied_to"
"Selain lagunya emang keren-keren. Yang paling aku suka MV coldplay karena konsepnya keren-keren, setiap MV ada ciri khasnya. Favorit akusih buat MV nya Coldplay itu Paradise, The Scientist, Strawberry Swing, Up &amp; Up, sama Hurts Like Heaven https://t.co/jbpEO9LXId","fizzhahut","2023-05-09 05:34:21+07","replied_to"
"Funny moment saat tau nama awal Coldplay adalah Starfish, Sad moment adalah saat Chris depresi akan pernikahannya sama gweyneth, padahal lagi masa album Mylo Xyloto yang colorful harus berjuang melawan depresi. Lalu muncul album Ghost Stories tribute buat mantan istrinya Chris.","fizzhahut","2023-05-09 05:34:21+07","replied_to"
"Terus di tahun 2018 sempet nonton di bioskop film dokumenter Coldplay A Headfull of dream, disutradarai Matt Whitecross yang sering bikin MVnya coldplay. ternyata dia udah nemenin Coldplay dari awal sampai sekarang. Betapa beruntungnya bisa merekam perjalanan Band Legend.","fizzhahut","2023-05-09 05:34:20+07","replied_to"
"Jujur setelah Ghost Stories agak jarang ngikutin lagu baru Coldplay karena kurang sreg. Konser Coldplay selalu keren karena pas konser kerumunannnya dikasih wristband glowing in the dark.  Seperti di lirik Charlie Brown ""We'll run wild, We'll be glowing in the dark"".","fizzhahut","2023-05-09 05:34:20+07","replied_to"
"Coldplay konser pas hari kerja 15 Nov🥲, ngefans coldplay sejak 2012, gara gara album mylo xloto, dulu inget ada rumor coldplay gak mau ke Indo karena isu lingkungan dan anak-anak, finally mereka bisa datang ke Indo di 2023. Untuk musiknya prefer album Parachute - Mylo Xyloto https://t.co/WUA2Y17VfB","fizzhahut","2023-05-09 05:34:19+07","tweet"
"OPEN JASTIP COLDPLAY  Tour In Jakarta

• Fee 500k/tix (all section)
• Diurus sampai tiket fisik
• Limited slot
• Join grup jastip

💭 pengalaman war tiket cek di Pin Twitter / for more info DM me ^^
#ColdplayIndonesia #ColdplayInJakarta #Coldplay https://t.co/gWo8E95ell","lalapermat","2023-05-09 05:34:19+07","tweet"
"Bensin naik 2rb aja ngeluh segala mo nonton coldplay","perintisejagat","2023-05-09 05:34:18+07","tweet"
"memang agak julid sih ya. iri aja sama org yg nanti bisa beli tiket colplay dan nonton coldplay cuma buat ngisi story ig dan tau lagunya cuma dikit aja. sy yg sampe donlot beralbum2 nya nanti cuma bisa liat highlight di short yt","PutraSutrisna_","2023-05-09 05:34:18+07","tweet"
"Mau coldplay itu bagus atau nggak, musik itu selera. Bagimu mungkin cocok dan bagus, atau bahkan sebaliknya. Tp yg jelas, bagiku kaulah segalanya~","sudahvaksinasi","2023-05-09 05:34:13+07","tweet"
"mutsku sp yg nonton coldplay??","soulcried","2023-05-09 05:34:11+07","tweet"
"Itok aku coldplay bulan 11 🥹","pzahpizza","2023-05-09 05:34:10+07","tweet"
"@Goodone_01 @IDWantsColdplay @coldplay Dm yaa kak","onyouralll","2023-05-09 05:34:03+07","replied_to"
"@tanyakanrl coldplay lah wkwkwkwk","beautikayo","2023-05-09 05:34:02+07","replied_to"
"@IDWantsColdplay @coldplay Sihiiiiiii moing @_yrom","iye_inaja","2023-05-09 05:34:01+07","replied_to"
"Tim ga nonton coldplay tp bantu war mentemen ☝️","gekaaaa_","2023-05-09 05:34:00+07","tweet"
"@HaloBCA halo admin, buat tiket konser Coldplay Jakarta yg khusus presale BCA itu ketentuannya apa aja dan gimana cara aksesnya nanti ya?
Thanks.","anshofia","2023-05-09 05:33:34+07","replied_to"
"Makin galau liat fyp tiktok penuh dengan konser coldplay 😪😪😪 makkk pengen liat chris martin 😭😭😭","NctNoonaa","2023-05-09 05:33:59+07","tweet"
"Berjuang untuk Coldplay, tidak peduli akhir bulan tidak makan","fiki_ismail","2023-05-09 05:33:58+07","tweet"
"Nonton Coldplay gak teh? @thisfrieska","zafiranayla_","2023-05-09 05:33:58+07","tweet"
"Dream dateng tapi saya skip, kupikir percobaanku cuma sampe situ, ternyata salah....

- Radwimp dateng
- Bruno Major dateng
- Coldplay dateng

Kenapa uangku pas-pasan wmwkkwkw https://t.co/woUvIWAZzK","halulogy_","2023-05-09 05:33:56+07","tweet"
"ini gada yg mau beliin gua tiket konser coldplay apah","darwinnie_","2023-05-09 05:33:55+07","tweet"
"Ini 5 Lagu Terpopuler Coldplay, Siap-siap 'Music of The Spheres World Tour' di Jakarta 2023 Nih! https://t.co/ah6jgvUB80","bicaranetwork","2023-05-09 05:33:54+07","tweet"
"semoga banyak yg gabisa ambil cuti pas konser coldplay","sourselflove","2023-05-09 05:33:53+07","tweet"
"@thehot_man @tanyakanrl Bang, band jelek cuma buat Cas, 1975, sama AM. Kalo Coldplay pake istilah band b aja","sukoshi22dame","2023-05-09 05:33:51+07","replied_to"
"@anwaribrahim Dato Seri @anwaribrahim apa kata kita pastikan Penganjur buat elok-elok kali ini, sebab katanya sudah beberapa kali mereka gagal menganjurkan konsert artis berprestij dengan baik. 

Rakyat Malaysia peminat Coldplay pasti akan setuju, RT sikit. 
cc @n_izzah","ahmadnaeem","2023-05-09 05:33:51+07","replied_to"
"Aku buka jastip konser coldplay tapi ga banyak yaa, soalnya mau bantuin temen2 aku juga!🥰
Yg mau tanya2 dulu boleh di dm yaa☺️❤️","dprnai_","2023-05-09 05:33:49+07","tweet"
"OPEN JASTIP TIKET KONSER COLDPLAY IN JAKARTA

🖇️ FEE 200k-300k
🖇️ PAKAI DATA SENDIRI &amp; BAYAR SENDIRI (hanya dibantu war)
🖇️ ada grup order (WA)

#Coldplay2023 #ColdplayIndonesia #ColdplayInJakarta https://t.co/8vQ4Z28vnp","sohnjaegf","2023-05-09 05:33:46+07","tweet"
"Baringung kieu nonton coldplay atawa bang messi nyaakk","tetaptenangg_","2023-05-09 05:33:40+07","tweet"
"@bonagajahkecil2 @tanyakanrl yang ngirim pasti bukan fans blackpink wkwk logika aja ngapain fans bp bawa2 bp sama coldplay yg ada dirujak.","0xLexa","2023-05-09 05:33:40+07","tweet"
"bisakah beli tiket coldplay pake paylater?","nyompez","2023-05-09 05:33:34+07","tweet"
"Ko yang beginian masih di tanya si nder. 😂😂 Jawabannya jelas Coldplay","manjikro","2023-05-09 05:33:40+07","tweet"
"Semalam makan di resto mehiko tapi playlistnya full best of Coldplay. Curiga si ownernya (atau kasirnya?) ngebet banget pengen nonton dan lagi simulasi","PramoeAga","2023-05-09 05:33:39+07","tweet"
"Manifest menang war tiket coldplay section apapun yang penting nnton 🧘‍♀️ aamin","jjrbyjn","2023-05-09 05:33:38+07","tweet"
"@XtremeMerch @coldplay ngga tau lagu²nya","djacken_","2023-05-09 05:33:35+07","replied_to"
"YA ALLAH PENGEN NONTON COLDPLAY 😭","iamtarisaksj_","2023-05-09 05:33:35+07","tweet"
"@nabatisyipp Ayoo kita meng coldplay bersama","aingAhdi","2023-05-09 05:33:30+07","replied_to"
"Ternyata Coldplay ke Indonesia cuma mau ke Lampung","huftbangets","2023-05-09 05:33:33+07","tweet"
"war tiket konser grup kpop min war nya sama sefandom

war tiket coldplay min war nya sama seluruh rakyat indonesia 

🤦‍♀️🤦‍♀️","onyour_suubak","2023-05-09 05:33:33+07","tweet"
"MENDING W NONTON COLDPLAY TP GAPUNHA DUIT LAGI APA GAUSA YAA","gr00mpiefey","2023-05-09 05:33:32+07","tweet"
"@tanyakanrl Kpop kpop bapakmu coldplay kpop","VULG4RR","2023-05-09 05:33:30+07","replied_to"
"Since PMX QT ni mohon pihak @livenationmy fully utilise-lah stadium tu nanti. Jangan lompong macam konsert-konsert sebelum ni. First time tau Coldplay datang Malaysia. 🥹","tiredoldie","2023-05-09 05:33:30+07","retweet"
"@ecahcsa Eh weh, jom!!! Coldplay weh, alwajibun","bellalalaland","2023-05-09 05:33:27+07","replied_to"
"ga nonton coldplay takut luka lama ngerembes HAHAHAHAHAH🤝🏻🙃🙏🏻.","dntyhk","2023-05-09 05:33:26+07","tweet"
"@kulitmekdiii Ini waktu blackpink kemaren. Kalo di coldplay ini Cat 3B https://t.co/PM3qug3ask","enhydralutrisea","2023-05-09 05:33:23+07","replied_to"
"Kno presale coldplay pas blm gajian😭😭😭😭😭😭😭😭😭😭😭","Sianakbawank","2023-05-09 05:33:21+07","tweet"
"@tanyakanrl Sorry bgt tetep Coldplay kata gw, karna emg baru pertama kali ke Indo sejak dibentuk bandnya","Frostbitezzz__","2023-05-09 05:33:20+07","replied_to"
"Ada gk ya jastip yang bisa dp konser sisanya mendekati konser 😮‍💨 konser coldplay yah","pacarnyerose","2023-05-09 05:33:20+07","tweet"
"manifesting dapet tiket coldplay yaallah jeballll😢😢😢","kookieecreamy","2023-05-09 05:33:19+07","tweet"
"Ditanyain mulu ""nonton coldplay gak?"" 😑
Belum lagi prambanan jazz, ada faouzia.. ""gazz gak nih?""","JKLaurenz","2023-05-09 05:33:17+07","tweet"
"@tanyakanrl Coldplay mh bukan KPop nder😔☝🏻","_starssbiee","2023-05-09 05:33:15+07","replied_to"
"COLDPLAY aku datang 😭","Edysetyor1997_","2023-05-09 05:33:06+07","retweet"
"@tanyakanrl coldplay sih keknya, gue aja pgn walopun cuma tau lagunya bbrp wkwkw","faraa_aaa","2023-05-09 05:33:05+07","replied_to"
"@HaloBCA halo kak info terkait konser coldplay bisa diakses dimana?","Habiwanazar","2023-05-09 05:33:05+07","replied_to"
"ini radio muterin lagu coldplay mulu, sgt  menggoda iman","shinealtruis","2023-05-09 05:25:54+07","tweet"
"Highlights ig gue 2023 adalah: tds 2 jkt, agust d jkt, bkk &amp; coldplay 🫶🏻 AMEN","nominchoco","2023-05-09 05:25:54+07","tweet"
"Maap bgt gw lebih excited coldplay kok ya drpd justin kmrn😭🙏🏻 apa krn sdh terlanjur kecewa krn batal🥲 tp ttp I lov u @justinbieber","AiraGHW","2023-05-09 05:32:58+07","tweet"
"@mildandaru Fans bola ntn coldplay juga bang.","tickolatianto","2023-05-09 05:32:57+07","replied_to"
"@KKMKpikmi @THVpikmi gila kl diatas 10 mah mending vip patungan aja biar coldplay konser dirumah siapa gt 🚬😮‍💨","nciNINGIE","2023-05-09 05:32:53+07","tweet"
"ada yang mau nitip jastip coldplay di akuu gaa?
pengalaman wae SC dapet VIP SEND OFF, BLACKPINK PLATINUM, CAT 1 JUGAAAAA.......

aku juga bakal nonton nantii....

#ColdplayJakarta
#Coldplay #ColdplayInJakarta #ColdplayinJakarta2023 #ColdplayinJakarta2023 #cat1 #cat2 https://t.co/xQqnH4UArx","lee_mrk22","2023-05-09 05:32:47+07","tweet"
"NAH INI !!!!! santai aja, waktu the script kayanya sengaja gak pada panic buying, jadi banyak yg avail lagi. 
semoga fans coldplay bisa kompak yaaa biar gak ada calo yg jual harga dilular nalar gak bertebaran 

trs pesan buat yg coba2, tolong JANGAN COBA2 !! PLIS ....","appleblossoom","2023-05-09 05:32:47+07","retweet"
"Cuma misal udah fullbooked gausah panik, diemin aja sampe muncul kebanyakan tuh ngehold buat dijual lagi jadi santai aja guys","kixtchen","2023-05-09 03:07:56+07","replied_to"
"@yoonogiri @coldplay Kamu ambil apaan? Kayaknya udah keluar tuh harganya","picikangjeruk","2023-05-09 05:32:46+07","replied_to"
"Nggak suka Coldplay. Sukanya band antah berantah Oasis :((","valiasitaa","2023-05-09 05:32:45+07","tweet"
"mau nonton coldplay deh..","hasianniapo","2023-05-09 05:32:43+07","tweet"
"Coldplay date kayanya seru deh https://t.co/3t3HnQyy3w","Xi45068673","2023-05-09 05:32:42+07","tweet"
"@gitamarindra Ya ga bingung dong kan coldplay bukan bola","kevinaddict_","2023-05-09 05:32:40+07","replied_to"
"Wow, my last ticket war was in 2017 for Coldplay in Sg

😅😅😅
Kt coba apakah masih sat set https://t.co/GUXQPHoBHa","haomengOo","2023-05-09 05:32:49+07","tweet"
"Info paylater buat beli tiket coldplay wkwkw","kangsulapp","2023-05-09 05:32:39+07","tweet"
"klo nonton konser coldplay ada BTS nya jg gak?
bawain lagu my universe bareng gituu 🫢🫢","gluckfa","2023-05-09 05:32:39+07","tweet"
"@hawukeye tp ada coldplay:(","unstablemanfr","2023-05-09 05:32:39+07","replied_to"
"Treasure plis ya, jgn kesini dulu, noona nya mau nonton om coldplay dulu ya, plis bgt plis, ke jepun dulu aja banyakin gapapa 🤣","auliaputriw13","2023-05-09 05:32:35+07","tweet"
"coldplay datang malaysia. nak pergi ikon ke coldplay🫠🫠🫠🫠 duit boleh pergi satu concert je 😭","ainaindaeyow","2023-05-09 05:32:33+07","tweet"
"Coldplay udah jelas kapan warnya ini billkin pp kapan toooh🥹","yoolbbpp","2023-05-09 05:32:30+07","tweet"
"Konser coldplay ini kaya dejavu wakakaka","liliansptr","2023-05-09 05:32:30+07","tweet"
"mendingan nonton smtown sih daripada coldplay😭🙏🏼","selimuthangatmu","2023-05-09 05:32:29+07","tweet"
"@folklorhe gamau floor, kalo ikut seating plannya gbk coldplay sih ak ambil cat 5 wkwk ATAU CAT 2 KALO BERDUIT AAMIIN, floor gaena bgt ak pendek🥲","goldenrushie","2023-05-09 05:32:27+07","replied_to"
"Untung dari taun kemarin udah mulai nyisihin dikit2 buat konser, eh taun ini Coldplay ke indo. Seneng bgt asliiiii😭😭 kalo harga tiket yg seliweran bener si bisa kali ya yg cat 5 tinggal tambahin dikit lg🤩🤩 https://t.co/MCTqUdbBJW","halfdimplee","2023-05-09 05:32:27+07","tweet"
"Gue mau menghilang dari peredaran aje dah, udah mah gagal nntn yoongi skrg kemungkinan besar gabisa nntn coldplay. Udahlah 2023 jd patah hati terbesar gue:(","shadownocturn","2023-05-09 05:32:27+07","tweet"
"@tanyakanrl Coldplay deh. Udh legend banyak peminatnya mana cuma sehari doang mantap war tiketnya","bapaocimol","2023-05-09 05:32:25+07","replied_to"
"Menggila sudah si W mengajak p coldplay ni 😂😂😂","katherinesyah","2023-05-09 05:32:17+07","tweet"
"Ini kenapa Soundrenaline malah ngeritwit twit Coldplay yak?
Bukannya penonton mereka beririsan -__-""
Sondre sungguh sangat woles (?) https://t.co/HlZ4lMXncL","constantane","2023-05-09 05:32:13+07","replied_to"
"Iya tau coldplay mau ke jakarta tauu ! Elah","pstar619","2023-05-09 05:32:10+07","tweet"
"Yaa argentina, yaa coldplay, yaa wtf, ya allah duit dari manaaa!!","Gazzzzz23","2023-05-09 05:32:10+07","tweet"
"also me: udh cape cape nabung duitnya dah kepake dan w ga dikasih waktu nabung lg buat war tiket coldplay😭","ameiliaip","2023-05-09 05:32:09+07","retweet"
"masi galau sbrnrnya gabisa nntn suga, plis jgn ditambah galau lagi dengan gadapet tikey coldplay ya","ratuferag","2023-05-09 05:25:41+07","tweet"
"coldplay bawain hepi song ngga ya? atau trhone gitu pas ke jkt bsok.","abrhmmc","2023-05-09 05:32:07+07","tweet"
"Kenapa coldplay hari rabu sihhh konsernya😭😭😭","dvvintalanis","2023-05-09 05:32:07+07","tweet"
"COLDPLAY UDH KONFIRMMMMMMM AAAAAAAA","bbypagee","2023-05-09 05:32:03+07","tweet"
"Info joki tiket coldplay dong 🙏🏻","malikfrr","2023-05-09 05:32:00+07","tweet"
"@tanyakanrl Ya coldplay lahhh😂😂😂 coldplay nih kayaknya fansnya dari berbagai massa, yg emang suka dari jaman dulu sampe yg fomo2 doang","septimberrr","2023-05-09 05:31:57+07","replied_to"
"kira2 thread berjudul ""TWITTER PLEASE DO YOUR MAGIC AKU KENA TIPU TIKET KONSER COLDPLAY"" di bulan apa ?","ibnupranata","2023-05-09 05:31:55+07","retweet"
"@AlisaIsfandiari @coldplay Caaa takut banget langsung banyak yang reply bule bule😭bulepotan kali tu yak","pusindira","2023-05-09 05:31:50+07","replied_to"
"@picikangjeruk @coldplay WKWKWKWKWK😭 aku gas!! mau nonton brg2 tmn kuliah jg😭 km mau ikuuut???","yoonogiri","2023-05-09 05:31:50+07","replied_to"
"Coldplay akan Gelar Konser 15 November 2023, Siapkan Uang Anda untuk Membeli Tiketnya

- Cat 1, Cat 7, Selasa -

https://t.co/eeqpXzT6UL","radarlampung","2023-05-09 05:31:46+07","tweet"
"Stanby 600 ke atas lu baru nk borak coldplay hahahahahahahahaha","676Mar","2023-05-09 05:31:46+07","tweet"
"ribut sm temen kerja perkara rebutan cuti coldplay soalnya diantara kita berdua gabisa cuti bareng🤡🤡🤡","ohmymy333","2023-05-09 05:31:44+07","tweet"
"FIX Jadi! Coldplay Bakal Konser di Jakarta 15 November 2023, Ini Lokasi dan Tanggal Penjualan Tiket https://t.co/pPri2nVkjd","bicaranetwork","2023-05-09 05:31:44+07","tweet"
"@coldplay Mantap","MeS_Soul","2023-05-09 05:31:43+07","replied_to"
"maennya kek brapa hari sebelom coldplay singapur","assbajik","2023-05-09 05:31:41+07","replied_to"
"maaf coldplay, aku udah all in buat babymetal ☝🏻","luckdidntwakeup","2023-05-09 05:31:40+07","tweet"
"siapa udah dapet harga tiket coldplay?","klandcstin","2023-05-09 05:31:39+07","tweet"
"@coldplay info babi yg mau di sewa","yupiiiyyy","2023-05-09 05:31:37+07","replied_to"
"#rap Hanya Kuala Lumpur dan Jakarta, Indonesia sahaja kota yang sah akan menampilkan Coldplay di Asia Tenggara pada November nanti. https://t.co/C6o0zBe5s1","hmetromy","2023-05-09 05:31:37+07","tweet"
"MAU NONTON COLDPLAY TAPI AKU MAU WAR SENDIRI AJA BISMILLAH","an_sellma","2023-05-09 05:31:36+07","tweet"
"Coldplay Konser di GBK 15 November, Ini Tanggal Penjualan Tiket Resminya https://t.co/JANKHiAWc3","VIVAcoid","2023-05-09 05:31:35+07","tweet"
"Pengen nonton coldplay tapi sayang duitnya 😭","Jesicadwip","2023-05-09 05:31:33+07","tweet"
"Nasib baik minat aku tak sama dengan orang lain.kalau tak peluh ketiak jugak nak battle dapatkan tiket coldplay","awatifawatof","2023-05-09 05:31:33+07","tweet"
"@alionbee Bantuin temen w mau nonton coldplay","_honeyaloevera","2023-05-09 05:31:33+07","replied_to"
"Nunggu thread kapusan tiket coldplay","Hamdie19","2023-05-09 05:31:32+07","tweet"
"pengen coldplay tapiiii aku juga nunggu “IM ABOUT TO RAISE THE ROOF”","iculnanana","2023-05-09 05:31:31+07","tweet"
"konser coldplay dialihkan ke makassar katanya","iybsdb","2023-05-09 05:31:30+07","tweet"
"@immacaffeine hutang bisa dilunasi. gagal nonton coldplay nyesel sampai mati:(","tawakkaI","2023-05-09 05:31:29+07","replied_to"
"jujur sbenernya takut ga kebagian war coldplay 🙂","26jokes","2023-05-09 05:31:27+07","tweet"
"@tanyakanrl banyakan coldplay lah😭","marklycm","2023-05-09 05:31:26+07","replied_to"
"mending lewat ig story orang orang si ini 😭🙏🏻

cat 7 coldplay","eiywawa","2023-05-09 05:31:25+07","retweet"
"Sekalinya nonton konser Blackpink:

Udah layar secimit, trus di barisan gw ketutup kaca dan butek banget demi Allah. https://t.co/GO6biEP9Wb","nickoakbar","2023-03-11 11:26:01+07","tweet"
"Teringin nak p konsert coldplay😭","CtNurJue","2023-05-09 05:31:25+07","tweet"
"Monmaap ni pada nitip ngewar tiket Coldplay, gw mau fokus buat diri sendiri 🥲","cryinshinchan","2023-05-09 05:31:23+07","tweet"
"lagi mencari barengan untuk nonton coldplay, hit me up!","joepramudio","2023-05-09 05:31:21+07","tweet"
"Bangsat coldplay ga terkenal katanya🤣","notforbusinesss","2023-05-09 05:31:18+07","retweet"
"Anjirr beneran dong 😭😭😭😭
Gue bingung antara SMTOWN atau Coldplay😭 https://t.co/BRtmYeGCrx","tyongjen97_","2023-05-09 05:31:16+07","tweet"
"Ya Allah coldplay, apa bisa dapet tiketnya 🥲🥲🥲","wiaindra","2023-05-09 05:31:09+07","tweet"
"Patut ke balik Msia utk tgk coldplay? Or tnggu je la klau ada org jual balik tiket dorng dkt Amsterdam july nt? 🥹 tiket dkt Amsterdam habis last year lg. Bapak frust haha","izyayangg","2023-05-09 05:31:06+07","tweet"
"Me googling lagu2 Coldplay sebb tak kenal pun band ni tapi macam famous https://t.co/YVNY95nE2A","zai_ellyzz","2023-05-09 05:31:05+07","retweet"
"@sangobibion Bantu nyebarin kali aja ada yang liat terus nonton juga wkwk, tidak sepertinya san belum tertarik nonton coldplay","Muibsu","2023-05-09 05:31:01+07","replied_to"
"ditanyain kaka mau nonton coldplay ngga. alamat mau dibiayai kah saya?","BegawaiMusic","2023-05-09 05:31:00+07","tweet"
"Manisfesting november punya pasangan yg mau di ajak nonton coldplay, wishlist dari lama 😅😅","hazelcornlatte","2023-05-09 05:31:00+07","tweet"
"@tanyakanrl beda pasaran, menurutku ya banyakan coldplay yg jelas2 udh legend","plumeriacae","2023-05-09 05:30:56+07","replied_to"
"saya milih coldplay nya aja deh kalo ini 😃","Fianarditya","2023-05-09 05:30:55+07","retweet"
"Di otak mau ngetik coldplay tapi tangan malah mengetik cosplay, emang jati diri ini tidak bisa dipungkiri maunya cosplay","sondehalfmoon_","2023-05-09 05:30:51+07","tweet"
"@tanyakanrl coldplay lahhh. coldplay itu tuh lebih meluas soalnya dan emang udah lebih dulu dari bp juga. apalagi ini pertama kalinya ke indo, jadi ya pasti peminatnya dan ramenya bakal lebih ke coldplay:"")","clxirejoan","2023-05-09 05:30:49+07","replied_to"
"Blm apa” adrenalin udah tinggi buat war tiket coldplay 😂 auto mulesss","veronikaputri66","2023-05-09 05:30:47+07","tweet"
"his daughter nak radiohead, papa dia tersilap so dapatlah coldplay 🙃 maafkan papa, izzah 😭😭😭","jaimeeroquai","2023-05-09 05:30:47+07","tweet"
"@amndzahru @moonsiveur @ahmadfaauuzan @IDWantsColdplay @coldplay link apa kak? link ss an aku tadi? https://t.co/ppyURSuQ2H","dump0st","2023-05-09 05:30:43+07","replied_to"
"@IDWantsColdplay @coldplay piee iki brooo","rickosaputraa_","2023-05-09 05:30:43+07","replied_to"
"✨️ OPEN JASTIP COLDPLAY MUSIC OF THE SPHERES IN JAKARTA BY @moonyeoreo_inc ✨️ 

bookslot 50k/slot 

💰 Fee 400K
✅️ REFUND 100% JIKA TIDAK DAPAT (kecuali DP bookslotl
✅️ SAMPAI TIKET FISIK
✅️ ADA GRUP KHUSUS https://t.co/a1LR2XDP4I","gapurakabupaten","2023-05-09 05:30:43+07","tweet"
"@idextratime kmu nnton coldplay gak","weaupon","2023-05-09 05:30:38+07","replied_to"
"@arunacpratiwi @IDWantsColdplay @prasetiyoan @coldplay @rose_clrd_boy Sikaaat","sleekplane","2023-05-09 05:30:34+07","tweet"
"Iya coldplay iya iya.

Gak relate. Ngerti ku cuma viva la vida hasil keseringan nonton acara olahraga pagi sebelum berangkat sekolah dulu.","faizabrardhia","2023-05-09 04:30:51+07","tweet"
"Dapet tiket coldplay aku tutup hati.

Eh tutup akun🙏","MassGemss","2023-05-09 05:30:34+07","tweet"
"mau nonton coldplay sama emak :,)","vibesblacktea","2023-05-09 05:30:32+07","tweet"
"@galihon7 @coldplay Se ngga Tergila-gila nya konsernya tetep worth it untuk di tonton hee","Savictama","2023-05-09 05:30:29+07","replied_to"
"18! Tips ciuman yang enak dan bikin ketagihan dong guys!","18fesss","2023-05-08 17:45:16+07","tweet"
"shownya 1 hari + gada show di singapore juga jadi warnya double sama fans coldplay singapore, ga kebayang warnya kayak apa 😂 dahlah dapet alhamdulillah ga juga gapapa","tririzkiaadinda","2023-05-09 05:23:30+07","retweet"
"@nashafahamy itulah pasallll coldplay ni lagilah berapa minit dah habis rasanya (kalau harga tiket tak gila sgt lah) hmmmm kena guna cimb ni fight dari 16hb","qlrzrs","2023-05-09 05:22:20+07","replied_to"
"Coldplay tocando #TheAstronaut en SNL. 💜 https://t.co/aCcNGYsyVj","coldplayvid","2023-02-05 05:21:49+07","tweet"
"Buat yang mau itung-itungan harga tiket konser Coldplay: waktu 2016, konser di SG untuk yang standing mepet panggung itu harganya $228 (kurs skrg sekitar 2,5jt).

7 taun kemudian, di Jakarta 3,5jt. Harga yang relatif sama kayak di SG kalo masukin variable inflasi taunan 5%. https://t.co/Ka3zI7kr1H","qronoz","2023-05-09 05:30:25+07","retweet"
"hah https://t.co/Ah47Z8O4J4","SupirPete2","2023-05-09 01:45:11+07","tweet"
"Mutualku apkah ada yg nonton coldplay dan muk beli festive","kimcyijeon","2023-05-09 05:30:24+07","tweet"
"@tanyakanrl coldplay bukan kpop anying
btw iya dah knp pada rabu ya, txt nnti yg agustus hari rabu jg","wtnbexrutoo","2023-05-09 05:30:23+07","replied_to"
"Tiket presale konser Coldplay di Indonesia akan dilakukan pada 17-18 Mei 2023. Siap-siap ya! https://t.co/T3y0uROgoE","detikfinance","2023-05-09 05:30:20+07","tweet"
"@tanyakanrl Dari segi jam terbang  aja udah beda ya shay, yang fans kpop pun juga rata2 fans coldplay. Ya lo bayangin aja ini untuk pertama kali nya cuy😭 bahkan mereka skip seoul,thailand,singapore untuk tour asia mereka","chipmyeon","2023-05-09 05:30:18+07","replied_to"
"Coldplay coldplay, kaya kebagian tiket aja","anothermiese","2023-05-09 05:30:18+07","tweet"
"di instagram minclo juga udah bikin polling mengenai jastip atau jaswar coldplay jangan lupa di cek dan follow biar ga ketinggalan info👀𠀽🙌 https://t.co/hZ75EOu6wj","clouds_tix","2023-05-09 05:30:18+07","tweet"
"@tanyakanrl Sender nya kebiasaan liat coldplay bareng bts kayanya😭😭","jinrichguy","2023-05-09 05:30:17+07","replied_to"
"kayaknya mau jastip war tiket coldplay aja, gua ga bakat war tiket 🥲","rivanira","2023-05-09 05:30:10+07","tweet"
"Dulu katanya Coldplay gamau ke sini gara2 kurang go green atau apalah.. Ngibul berarti ya?","Kumaan","2023-05-09 05:30:08+07","tweet"
"Konser yg udh w approved:

• One Direction (walau abis nonton agak bikin w tersakiti tp gpp)
• Celine Dion (INI KELUARGA W AMPE JOR-JORAN MONEY BUAT NONTON BELIAU TAPI 💯💯💯💯 AMAT SANGAT WORTH IT)
• Westlife (no words, only 👑)
• COLDPLAY (SOON MOGA KEBAGIAN)","bobaflu","2023-05-09 05:30:21+07","tweet"
"Info calo tiket coldplay yang bayar fee calo nya pake doa orang terdzolimi","sondehalfmoon_","2023-05-09 05:30:04+07","tweet"
"skip coldplay karena gatau bisa cuti atau ngga is another level of pain 🙃","yunkisvtr","2023-05-09 05:30:03+07","tweet"
"Hmmm.... Should I?
Masih lama juga kok November
Coldplay tu pasti worth it sih. Di setiap concert pasti ada suprise gitu","HarunikaSunday","2023-05-09 05:30:02+07","retweet"
"Banyak yang belum tau, salah satu lagu Coldplay awalnya berjudul You, tapi melewati proses acc ke dospem dulu:

- Draft You
- Revisi 1 You
- Revisi 2 You
- Revisi edit You

- Fix You.","handokotjung","2023-05-09 05:30:00+07","tweet"
"Kata aku sih aku bakal nonton konser Coldplay di GBK 15 November nanti.","datanglagii","2023-05-09 05:29:59+07","tweet"
"Coldplay yakin nih cuma 1 hari?
Kayaknya yg mau nonton 1 indonesia lho","maideissi","2023-05-09 05:29:58+07","tweet"
