content	username	mentioned
@IDWantsColdplay @coldplay @NajwaShihab @MataNajwa @NarasiNewsroom @narasitv Kapan Datang Lagi Ya @coldplay Ke indonesia ? Klw Dtg lagi nya 10 thn atau 20 thn kemudian keburu eike udah Tua gk kuat lompat² 🤣😂	GRhs292374	['@IDWantsColdplay', '@coldplay', '@NajwaShihab', '@MataNajwa', '@NarasiNewsroom', '@narasitv', '@coldplay']
@PSSI Coldplay ke indonesia bisa berkali-kali, tapi messi ke indonesia mungkin cuma sekali	istighfarrs	['@PSSI']
Excited to be back on my @coldplay MC duties tonight 🥹🖤 #ColdplayBarcelona https://t.co/Ngkmb3MqIo	laurenevemay	['@coldplay']
@PSSI Uang bisa dicari, Coldplay ke Indonesia cuma sekali, tapi liat messi di tackle Asnawi itu lebih berarti	ahmadalfaris_	['@PSSI']
"@SiaranBolaLive pak @erickthohir kok berbisnis dengan rakyat?
katanya mau jadi wapres"	LiarRonin	['@SiaranBolaLive', '@erickthohir']
"@idextratime nonton bang messi pinjol
nonton coldplay nabung 20k sehari"	anakmamanurr	['@idextratime']
"Jumatan ini ga terlalu ngantuk gara² khotib bahas @coldplay ke Indonesia. ""Masya Allah, grup musik yang selalu mengkampanyekan LGBT. Dan ada menteri kita yang tetap menerima dengan senang hati"". https://t.co/DabI66jG8M"	IJUN666	['@coldplay']
@SINGAYEHUDA51 Tolak @coldplay ke indonesia @sandiuno , lgbt itu haram	rachman0565	['@SINGAYEHUDA51', '@coldplay', '@sandiuno']
@arbainrambey Uang bisa dicari, Coldplay ke Indonesia cuma sekali, tapi liat Messi di tackle Asnawi itu lebih berarti	yagovic	['@arbainrambey']
@pe2nn @GOAL_ID Coldplay ke indonesia lu pkir gk diundang? Cuma kasih duit trus mereka pd mau dtg? Bedakanlah undangan anak ulang tahun sama undangan kerjaan profesional	VeinDee	['@pe2nn', '@GOAL_ID']
"Kalau @erickthohir mendatangkan Timnas Argentina dan @sandiuno menghadirkan Coldplay ke Indonesia, @YaqutCQoumas apa tidak mau mengundang Paus Fransiskus tahun ini?

#CaweCaweCawapres"	gerardomayolla	['@erickthohir', '@sandiuno', '@YaqutCQoumas']
@FaktaSepakbola @leoparadizo terus nanti pas Coldplay ke Indonesia,Chris Martin ga ikut juga	garinp4	['@FaktaSepakbola', '@leoparadizo']
@Box2BoxBola @leoparadizo Chris Martin belum bisa dipastikan juga hadir dalam tour Coldplay ke Indonesia karena penyakit amandel baru2 ini akibat kebanyakan makan cireng dan kemungkinan digantikan Aldi Taher	ardianfrmnsyah	['@Box2BoxBola', '@leoparadizo']
"@ernestprakasa ""kapan lagi Coldplay ke Indonesia?"" Kata calo ketika itu"	Bungwil	['@ernestprakasa']
"@dwikaputra Sebenernya coldplay ke indonesia itu 3 hari
Hari pertama wisata sejarah dan budaya. 
Hari ke-2 konser. 
Hari ke-3 ditutup wisata kuliner nusantara. 
Ini bertujuan untuk meningkatkan awareness pariwisata indonesia ke masyarakat luar. 

Bismillah stafsus kemenparekraf @sandiuno"	zulhamyachya	['@dwikaputra', '@sandiuno']
@iga_massardi Setelah Argentina tanpa Messi, apakah nanti Coldplay ke Indonesia tanpa Chris Martin?	sdnarm	['@iga_massardi']
@RezaFHW @coldplay Tanyakan kepada promotor yang bawa coldplay ke Indonesia bang	uyeuyeuyeee	['@RezaFHW', '@coldplay']
gils , infonya november @coldplay  ke indonesia dongg 😭😭😭😍😍😍	DonIsilop	['@coldplay']
@qtbbymoan Bertobatlah bestie , tanda tanda Coldplay ke Indonesia sudah dekat	Don_Musc	['@qtbbymoan']
@pandji Bisa datengin argentina dan coldplay ke indonesia	WMaulana_	['@pandji']
@registaco Udah batalin aja Coldplay ke Indonesia mah, biar kapok orang2 itu wkwk	Mohaguss1708	['@registaco']
@IDWantsColdplay @alienradiofm @coldplay CEPET DONG UMUMIN AKU GA BISA DIGINIIIN 😭	fitriandiani	['@IDWantsColdplay', '@alienradiofm', '@coldplay']
@idextratime Tolak coldplay ke indonesia, calo ketar ketir sambalasambalado	irwinfesal	['@idextratime']
@sosmedkeras Sudah,jangan di judge lagi..mungkin dia nangis karena kehabisan tiket coldplay..	itsyour_abe	['@sosmedkeras']
@tiketXid yah paling bioskop. agak susah bawa coldplay ke indonesia. dari dulu…..	riossummers	['@tiketXid']
Bismillah, kalau memang benar @coldplay ke Indonesia, semoga di bulan Desember🤲🏻	rmengnici	['@coldplay']
@Rasyadh_ @XtremeMerch wah coldplay november, marai pingin nontok ae	hasgardians	['@Rasyadh_', '@XtremeMerch']
@westenthu Seneng Coldplay ke Indonesia...tp ttp aja gk bs nonton	nrmjtn	['@westenthu']
@HaloBCA untuk ticketing coldplay apakah bisa memakai mobile banking BCA?	viestarona	['@HaloBCA']
"Coldplay ke Indonesia?
Tetap road to Koreyaaaa 💪
Ojo sampe ga dapat tiket @votsssss_"	JadineGood	['@votsssss_']
@yudamlna @PSSI @pt_lib gas aja bang, kapan lagi Coldplay ke indonesia	maungngomul	['@yudamlna', '@PSSI', '@pt_lib']
Rumor @coldplay ke Indonesia? Gassss	ferzukay_	['@coldplay']
@IDWantsColdplay cocokologi aja min, kan katanya promotornya pk nih rumornya, nah mereka biasanya kalo buat konser pasti ada domain khusus untuk link informasi dan pembelian,brarti ini memang bisa aja pk yang bawa coldplay ke indonesia,soalnya domain yang dipake mirip sama konser lain(+injakarta)	Frzadam	['@IDWantsColdplay']
@satewortel Salah kamar wkwk, itu nanti aja ikut crewhiring waktu coldplay ke indonesia.	creamfie	['@satewortel']
Pada Jumat malam (7/4), akun Twitter @SupirPete2 mengunggah kabar kedatangan Coldplay ke Indonesia. Menurutnya, konser bakal digelar pada November 2023 selama dua hari. Hal ini membuat Coldplay menjadi trending topic Twitter Indonesia pada hari berikutnya. https://t.co/Egt7V0N70X	binokularid	['@SupirPete2']
@IDWantsColdplay @coldplay anjg lah gua gada duit woiui	uu_hlg	['@IDWantsColdplay', '@coldplay']
@rayvieralaxmana Kang coldplay datang indo tuh~	vrijeman	['@rayvieralaxmana']
@rrzzaa__ @IDWantsColdplay I’m so happy to hear you guys enjoyed it. All praise to mighty @thepauldugdale.  Now I’m going to listen to the third track on the blue room EP. PH	coldplay	['@rrzzaa__', '@IDWantsColdplay', '@thepauldugdale']
"Lewat postingan Instagram pribadinya yang telah dihapus, @sandiuno sempat memberikan ‘kode’ kedatangan @coldplay ke Indonesia. Semoga beneran jadi ya guys 🥹 [📸 : Johan Tallo]
-
#LLNCORP https://t.co/kF6QV3lvb8"	lalanacorp	['@sandiuno', '@coldplay']
@constantane fix otw nabung anjir kalau beneran, kapan lagi coldplay ke indonesia lagi, meskipun belum tentu kesampean, pokok nabung dlu aja 😭	ghibran_mardani	['@constantane']
@laceblux @undipmenfess coldplay lah, kapan lagi coldplay ke Indonesia atau tour Asia.	malkaleegra	['@laceblux', '@undipmenfess']
@lilacpalette_ Fix mending aku all out ngejar coldplay dulu tahun ini 🙃🙃🙃	awesomejinhyung	['@lilacpalette_']
@moviemenfes Kalo dari cerita si bagus sing 1 tapi lagu lagunya lebih enjoy sing 2 apalagi ada lagunya coldplay	peninggidosa	['@moviemenfes']
@Nachtzzeit Rumornya november nanti di GBK, ini pas kemaren. Konfirmasinya katanya bulan mei ini, semoga sih fix beneran soalnya gw mupeng nonton coldplay 😭 https://t.co/VCsqewQ2kd	carapherneliar	['@Nachtzzeit']
@dodikID @recehtapisayng lu kata siapa bang? ada loh artis kpop yg rekaman cuma sekali take doang. terus kalau kurang mentingin suara, kenapa artis kaya selena gomez, lady gaga, coldplay, ava max gitu mau collab sama artis kpop? itu bukti kpop gak mentingin suara kh	velantion	['@dodikID', '@recehtapisayng']
@coldplay u bikin konser napa tengah minggu banget sih bangggg, sedih ih	durkcloudev	['@coldplay']
@Nachtzzeit Pengen sih sebenernya tapi kayaknya skip dulu lagi deh, soalnya lagi nungguin coldplay katanya mau kesini	carapherneliar	['@Nachtzzeit']
@Jinaeeee Yaowo😭 keknya aku nonton coldplay aja😭	parkjimbby	['@Jinaeeee']
@prodsugadearest akwkw wkt itu weekend parah bgt sih di dalem ancolnya macett bgt sampe org2 jalan kaki sekitar 2km ke venue 😂 hueee gatau nih pengen nonton tp hrs mikir2 budgeting dulu 🥲 apalagi gosipnya kan coldplay mau ke sini yha ahaahahahahah	prodvantes	['@prodsugadearest']
@aciadkr Stop dulu parlay ka aci, nabungin buat coldplay:((	urbbysky	['@aciadkr']
"@hilman_070 Let somebody go

Coldplay feat Selena Gomez 

Agree....
Biarkan seseorang pergi
Tak perlu ditahan

Ya kan mas Hil

😁😁"	_memoryusang	['@hilman_070']
@doyoungsehun Coldplay nih bakalan beneran ya sksksk	Gurlseche	['@doyoungsehun']
@lesyeuxdevosye tiket konser coldplay sepertinya	nolinguistik	['@lesyeuxdevosye']
@IDWantsColdplay @CGV_ID @cinepolisID @coldplay cuma sehari ya?😔	freakygurlll_	['@IDWantsColdplay', '@CGV_ID', '@cinepolisID', '@coldplay']
@tanyarlfes tabunggg buat nonton coldplay pokoknya!😤	joawofelix	['@tanyarlfes']
@murniahmadi @IDWantsColdplay @CGV_ID @cinepolisID @coldplay aamiin semoga kita jd 1 di antara sekitar 3.8 juta penonton ini ya mba wkwkk https://t.co/Qc2jFngstE	whinskyy	['@murniahmadi', '@IDWantsColdplay', '@CGV_ID', '@cinepolisID', '@coldplay']
"5. Yah adanya mantan 
6. Drink 
7. Oh aku tidak
8. Drink elah 
9. Namanya juga prince skate 
10. Coldplay pokoknya
11. @ siapa ya belum ada wahaha
12. BESTie belum ada 
13. Kak @yeovanta disuruh kenalan nih 
14. Drink, mana tau kan br join huh"	Yukiza__	['@yeovanta']
@gibran_tweet mas gibran, itu Coldplay katanya mau ke jakarta, ga di loby buat konser di manahan jg gitu... 😄 drpd ga kepake, balik modal pasti	n291821	['@gibran_tweet']
@IDWantsColdplay @CGV_ID @cinepolisID @coldplay Tauk ada disemarang langsung gas minn 🥰	Rainbee39413812	['@IDWantsColdplay', '@CGV_ID', '@cinepolisID', '@coldplay']
@whinskyy @IDWantsColdplay @CGV_ID @cinepolisID @coldplay Next semoga kita dpt tiket konsernya lgsg di gbk ya bang 👏	murniahmadi	['@whinskyy', '@IDWantsColdplay', '@CGV_ID', '@cinepolisID', '@coldplay']
@ysitsmine Katanya sh sekitar september. Coldplay november kan? Udah nonton dua2nya wkwkwkwk	im_risty	['@ysitsmine']
GOOD NEWS: dikarenakan antusiasme yang cukup tinggi. Penayangan  #ColdplayRiverPlateFilm 🇦🇷 diperpanjang sampai hari ini di beberapa kota, cek aplikasi bioskop terkait, Get your tickets NOW at @CGV_ID &amp; @cinepolisID! @coldplay	IDWantsColdplay	['@CGV_ID', '@cinepolisID', '@coldplay']
[UPDATE] #ColdplayRiverPlateFilm 🇦🇷 sudah bisa mulai dibeli per hari ini di @CGV_ID &amp; @cinepolisID dengan jadwal tayang ekslusif di bioskop pada tanggal 28-30 April 2023, dengan detail lokasi tayang sebagai berikut: https://t.co/dO8g5BFWiR	IDWantsColdplay	['@CGV_ID', '@cinepolisID']
@tanyarlfes Dimana lokasi Coldplay akan mengadakan konser akbar di Indonesia?	JMatip32	['@tanyarlfes']
@Gurlseche Sma klo bsa wkwkwk, mau buat coldplay dlu	doyoungsehun	['@Gurlseche']
@PARADlSCO Lho, memang dengerin tapi bukan yang terus jadi fans berat kayak saya ke Coldplay, sih. Soalnya saya biasa klik satu lagu terus autoplay. Hahaha.	pradanaca	['@PARADlSCO']
"@babyblack133 @minaminomano @touringdata @coldplay @edsheeran @sanbenito @eltonofficial @RSprachrohr @Harry_Styles @daddy_yankee @BTS_twt @gunsnroses @garthbrooks 😝🥱
Blonk tiba² muncul padahal gak ada yg ngomongin idolnya😂
Kenapa? Tertampar kenyataan ya??😁 https://t.co/TZNmUq4uVJ"	fitarmy7	['@babyblack133', '@minaminomano', '@touringdata', '@coldplay', '@edsheeran', '@sanbenito', '@eltonofficial', '@RSprachrohr', '@Harry_Styles', '@daddy_yankee', '@BTS_twt', '@gunsnroses', '@garthbrooks']
@MUSIKMENFESS lagu galau andalan	imyourcalico_	['@MUSIKMENFESS']
@MUSIKMENFESS Beneran langsung mikiran BTS, COLDPLAY, 1D	wtfheree	['@MUSIKMENFESS']
@PalgunadiJuwita Nonton deh mam kayanya masih ada vodnya seru banget tadi nontonin coldplay 😍😍	shelaism	['@PalgunadiJuwita']
@ssefnum Temenan sama aku yang gak seberapa ini pls🧍🏻‍♀️ Aku hype nct, day6, iz*gone, zb1, dll. Suka dengerin keshi, oor, coldplay, western old song, lagu aneh, lagu galau indo n jawa pokoknya yang enak aku dengerin. Aku juga suka baca webtoon sama nonton film drakor anime apa aja pokoknya https://t.co/5yPAQJ6TDF	moienne	['@ssefnum']
"@bucinJeykey16 @Yoonggimin23 @imamksj @the_popbase @coldplay Masih aja ""kasih penjelasan ke kamu buat apa"" padahal kamu repot2 ngejelasin 🤣 siapa perdebatkan? Gue dari tadi cuma bingung dan emang nanya. Setelab kamu bilang digabung sama yg online yaudah aku paham bukan? sesimpel itu 😭"	iconiclau	['@bucinJeykey16', '@Yoonggimin23', '@imamksj', '@the_popbase', '@coldplay']
@bucinJeykey16 @Yoonggimin23 @imamksj @the_popbase Ga ngikutin coldplay, gaada jumlah shows nya juga di sana. Yg di data ini kan BTS makanya yg ditanya BTS. Gue kira penonton live yang sampe 1,6M makanya bingung. Ternyata sama penonton online ok then. Clear	iconiclau	['@bucinJeykey16', '@Yoonggimin23', '@imamksj', '@the_popbase']
@iconiclau @Yoonggimin23 @imamksj @the_popbase Akun yg bener kasih data kamu perdebatkan, faedahnya kasih penjelasan ke kamu buat apa. Aku. Fake ngasih data kalian suka terima. Sekalian tanya semua yg kenapa gede, bukan hanya bts. @coldplay dia gak percaya kayaknya soalnya idolnya gak masuk wkwk	bucinJeykey16	['@iconiclau', '@Yoonggimin23', '@imamksj', '@the_popbase', '@coldplay']
@iconiclau @Yoonggimin23 @imamksj @the_popbase Buat apa jelasin ke kamu, ini akun dari akun bener. Kalau Sofi aj kita bisa sold out, online aj yg beli bisa miliaran. Sekalian Perdebatan aj yg Coldplay kenapa bisa gede? https://t.co/8ZWECJI6Wx	bucinJeykey16	['@iconiclau', '@Yoonggimin23', '@imamksj', '@the_popbase']
@tanyakanrl sedih gabisa milih cas tapi coldplay tetap di hatie 😇✌🏻 https://t.co/uwCF9uV2AB	ncv1997well	['@tanyakanrl']
@MUSIKMENFESS 1d nnti kalo gjd bdut lg, coldplay, sm tayswift	honeypieofhood	['@MUSIKMENFESS']
@kadalinee mending ngmgin coldplay dulu deh	judithyaangel	['@kadalinee']
@MUSIKMENFESS coldplay, queen, one direction, ts, bp, kali mj masih ada, pasti dia jg masuk.	howsungoesdown	['@MUSIKMENFESS']
@blinx182 Tiket coldplay emang sudah mulai di jual ya?	Waffen_SS54	['@blinx182']
@Nzieraiman Hahaha tu ah aku rasa coldplay ni mcm pisang goreng panas n mahal	fadhilrithwan	['@Nzieraiman']
@MUSIKMENFESS coldplay sama bts sih	angelrachel_	['@MUSIKMENFESS']
@nsyifaqp nabung buat coldplay	plebengers	['@nsyifaqp']
Bhay kq @kqent @ATEEZofficial  tabungan gua bakal dipake buat coldplay @coldplay kelen akan menyesal tis tis ga ke indonesia	woovannys	['@kqent', '@ATEEZofficial', '@coldplay']
@sukunabah @hblfess iye nih gatau anjirrr, gue mau nonton radwimps ama coldplay juga masalahnya😭😭	blckswaaan	['@sukunabah', '@hblfess']
@dumexzi Haha tengah rajin. Next dmasiv lepas tu berpuasa la semua concert sebab berharap untuk coldplay. BERHARAP 🤣	addadudu_	['@dumexzi']
@sidiqsetiawan80 @coldplay SIDIQ!! Oke! kita puter habis ini	GeronimoFM	['@sidiqsetiawan80', '@coldplay']
@abeyo0 Oalah.. soon one oke rock juga konser dimari, coldplay juga	layl_m	['@abeyo0']
"Kasih tau kita 3 lagu @coldplay andalan kamu dibawah yes! Ntar kita puterin di #PLAYPLAYPLAY!
1.
2.
3.
Atau WA 0811271061 #PLAYGROUND https://t.co/T77670KO8d"	GeronimoFM	['@coldplay']
@txtsiaul nanti kalo coldplay buka, open juga ya kak 🙏🙏😇	meegaaww	['@txtsiaul']
Nonton konser @coldplay: Music Of The Spheres yang udah tayang di bioskop! Siapin diri kamu buat sing along bareng di bioskop favoritmu. Pastiin udah amanin tiketnya di GoTix, buruan beli di https://t.co/poeJtgWsrH https://t.co/qOqSXZTQ48	loketscreen	['@coldplay']
@redvelfess engga. menunggu coldplay aja☝🏽	gepreksogood	['@redvelfess']
"Siapa yang masih menduga-duga @coldplay akan konser di Indonesia?

Tenang, kita tunggu kepastiannya nanti awal Mei dari Pak @sandiuno gengs!

Yuk, kita doain sama-sama supaya Coldplay beneran konser di Indonesia🫶🏻

#coldplay #sandiuno #konsercoldplay #konsercoldplayjakarta https://t.co/Mu5ODol3vc"	oppal_id	['@coldplay', '@sandiuno']
@abangsinefil @myYOUniverse7 Emang mau show off, coldplay aja muji bts kemana-mana, army jg boleh dong wkakaak	rmjsjjvjk_bts	['@abangsinefil', '@myYOUniverse7']
"@annakhoiru @ime_indonesia Anjrottttt 😭😭 baru liatttttttttttt!!! 
Agustus txt november coldplay, pilihan yang sulid 😭😭😭😭😭"	althafviani	['@annakhoiru', '@ime_indonesia']
@dian_anstsy @IDWantsColdplay @coldplay @coldplayxtra @coldplaying Menara BCA GI itu	Rjulinas13	['@dian_anstsy', '@IDWantsColdplay', '@coldplay', '@coldplayxtra', '@coldplaying']
@tanyarlfes Beli LM, pt gym, sama buat nonton konser coldplay😗	Kyrzkyw	['@tanyarlfes']
"@addadudu_ Tulatu
Kn all in ni untuk coldplay. Hahha"	dumexzi	['@addadudu_']
15 november coldplay kat indon 🤔. Malaysia mesti around tu kan @ColdplayMsia	dialoque_	['@ColdplayMsia']
Nape aku udah mikirin outfit buat ke konsernya @coldplay sihh 😭🤣	nisaafifa10	['@coldplay']
@Nzieraiman Kumpul duit dulu hahaha coldplay tu mcm dh konpem	fadhilrithwan	['@Nzieraiman']
@SupirPete2 Apa cerita coldplay bg,update lah dulu yakan	wesly_damanik	['@SupirPete2']
@seyay_ mahil ah tiketnya mending buat coldplay hahaha	Sh4mmmm	['@seyay_']
@sflovverst @nctzenbase yaallah balapan sama coldplay kalo november 😭 nabung beneran ini mah	captainameliza	['@sflovverst', '@nctzenbase']
@xdidiandrax Ada apa dengan Coldplay ka?🔥	amirshariman	['@xdidiandrax']
@ime_indonesia Kira kira brp harganya ya 😭 mau nonton tp katanya coldplay mau ke indo jga😭✋🏻 galau bgt	winteervbearr	['@ime_indonesia']
@MasipJudit68191 @coldplay hola! Esyic interessada!	emmaespinaltx	['@MasipJudit68191', '@coldplay']
@JCKTEROP @tanyakanrl WAKAKKAKA SKARANG ONREPEAT NYA COLDPLAY 😭🫰	believinmine	['@JCKTEROP', '@tanyakanrl']
Bang kalo butuh orang buat jadi alien2an dan promosiin MOTS asia di jalan saya siap bang @coldplay @IDWantsColdplay	xrbrxv	['@coldplay', '@IDWantsColdplay']
@Ferraa__ Rilll cui:”)) s23 ultra nya bole laa ya buat kongser coldplay nnt🤩	anggiamlhh	['@Ferraa__']
@chenowoop_ HUWAA AKU JUGAAA SUMPAA😭😭 kek soalnya cuma bisa pilih salah satu antara itu, budgetnya di hemat hemat soalnya mo nonton coldplay jugak kalo ada😭	enadermehinhir	['@chenowoop_']
"Knp ya Q kpikiran jgn2 lagunya tuh sjenis lagux coldplay 
Aaagggggggg gak sabarrrrrr

Okeeee letsss gooooo

AESPA WTMW OUT NOW
#오늘당신의_세계에있는_에스파
#WelcomeToMYWorld
#aespa @aespa_official"	aiyunho99	['@aespa_official']
@Okkyradith Kabarnya coldplay juga jadi opener diperesmian bukit algoritma om 🤣	txtdarisukabumi	['@Okkyradith']
"Ke Sarinah foto-foto
Pulangnya nonton Coldplay (cakep) 
@funkizeu dan @jilunt cakep https://t.co/MXp6vMlrjP"	changgoroo	['@funkizeu', '@jilunt']
latihan nonton coldplay (beneran, karena pake screen x) bersama kak @changgoroo yang sebelumnya diisi sesi fotbar dengan tambahan personil @jilunt 🫶🏻 https://t.co/2syUhnRJy1	funkizeu	['@changgoroo', '@jilunt']
"@takeaRiz Pengennyaa wkwk
Coldplay &gt;&gt;&gt; jb"	Too_awesomee	['@takeaRiz']
Seperti yang Minplay informasikan sebelumnya. Petunjuk dari @alienradiofm adalah salah satu bagian dari rangkaian easter eggs Coldplay di Era #MusicOfTheSpheresWorldTour :)	IDWantsColdplay	['@alienradiofm']
"Untuk easter egg minplay minta bantuan para coldplayers ID untuk jeli melihat sign2 di sekitar kalian khususnya di daerah yang memang berkemunkinan besar menjadi venue, bisa berupa video/poster/sinyal radio alien @alienradiofm :)

https://t.co/eRUNxgOMO3"	IDWantsColdplay	['@alienradiofm']
"[BREAKING] @alienradiofm sebuah akun kode &amp; enskripsi sumber informasi @coldplay’s #MusicOfTheSpheres Era terlihat aktif kembali &amp; men-RT berita terkait #MOTSWT

Asian Leg Announcement 9 Mei 2023? 👀

Let’s wait and keep manifesting! #IndonesiaWantsColdplay 🇮🇩 #ColdplayJakarta 🤞🏼 https://t.co/d9THkubzhO"	IDWantsColdplay	['@alienradiofm', '@coldplay']
@fnysra @faizaarr JGN BOROSSS!!!! KITA MAU NONTON COLDPLAY LOHHHHH! kalau coldplay jadi ke indo sihhh ahahhaa	tearrrdrops	['@fnysra', '@faizaarr']
@recehtapisayng Apaan, noh di sekeliling rumah sy msh banyak. Kalo pas magrib dah kaya konser coldplay. Berangkat n pulang dr masjid selalu ketemu.	sigitraharjo101	['@recehtapisayng']
@ancrevertte hahaha iyaa, bukan coldplay tapi.. standup comedy 😂 https://t.co/XWKJAJAuSM	bestl234	['@ancrevertte']
@MINPRIVIOUS Semoga nanti hadiah ultahnya dari coldplay dikasih tour dates ke indo ya	carapherneliar	['@MINPRIVIOUS']
@Ieeye0n @dahwishkebelom Taklah coldplay. Tapi semalam dia kata nak balik BT. Tapi kena paksa gak pergi.	_jebatfuu	['@Ieeye0n', '@dahwishkebelom']
"@aquuuaaaaaz Udah sakit hati -&gt; semua cowo sama aja -&gt; dapat yg bajingan ditreat dengan baik -&gt; diputusin -&gt; sakit hati 
Terus aja sampe doel sumbang duet sama coldplay"	mirajmee	['@aquuuaaaaaz']
@tawakkaI kenapa nikahnya ga sambil nonton coldplay ajah	taroaddicts	['@tawakkaI']
@tanyakanrl kalo punya duit 100 juta mau dibeliin apa?	tatssuomi	['@tanyakanrl']
@cherriecats takut ajaaaaaa wkwkwkwk coldplay kan katanya baubaunyaa	saosambalnim	['@cherriecats']
@dzakicheen gue jd innget jaman smp yg suka coldplay bgt cmn lo HAHA	halfbprincess	['@dzakicheen']
@AditGustiana @IDWantsColdplay @alienradiofm @coldplay cenah	riyudianto	['@AditGustiana', '@IDWantsColdplay', '@alienradiofm', '@coldplay']
Bismillah nonton coldplay bareng @calonkumlod tahun ini yaAllah plis permudah lagi pertemuan kami nie♡♡	wlcmhoney	['@calonkumlod']
@haikalnoorjamil @Edwinms69 @liamgfansclub kog gaada yg pik coldplay	rimbasurya	['@haikalnoorjamil', '@Edwinms69', '@liamgfansclub']
@IDWantsColdplay @coldplay @coldplayxtra @coldplaying bang udah bang	pratamsz	['@IDWantsColdplay', '@coldplay', '@coldplayxtra', '@coldplaying']
@GIVENNHY buat nonton coldplay lah	madforgarlicc	['@GIVENNHY']
"@depipuy coldplay katanya confirmed kak 15nov wkwkwkwkwkwkwkwk 
life time crisis gini bgt ya"	shndw	['@depipuy']
Om coldplay om kasian temen saya mau nonton😭😭 @rahmaniaudita	NKM0TOYUTA	['@rahmaniaudita']
@Andrabhaskara Seru bgt tu secara Coldplay yg selalu keren on stage nya	shasimi99	['@Andrabhaskara']
@tanyakanrl handphone s20 atau s21, sama tiket coldplay bismillah	skjnlsvttn	['@tanyakanrl']
@beludage @saltedboba_ Kapan maneh coldplay nang indonesia kan ga setahun pisan	putrimeid	['@beludage', '@saltedboba_']
@ArepJawa Hahaha patut serious benau; kemain laju dia lari ditemani Coldplay tadi ek 😂 nak tegur tapi segan so tengok je la member 2,3 kali lintas. https://t.co/ymXitYtTOp	huddkhalessi	['@ArepJawa']
@IDWantsColdplay @coldplay @coldplayxtra @coldplaying IYAAA IYAAAA OKE OKEEE SABAARRR SABARRR	jackjackparrr	['@IDWantsColdplay', '@coldplay', '@coldplayxtra', '@coldplaying']
@ecnelisedicius @coldplayspain @coldplay Thank yuu🫶🏼	nnataliagomezx	['@ecnelisedicius', '@coldplayspain', '@coldplay']
@tiketXid Ka buka jastip Coldplay ga	DYS_debhy	['@tiketXid']
@znkhmmn @CigsAfterSexx kalau coldplay aku pergi naz	murxv_	['@znkhmmn', '@CigsAfterSexx']
"#PertunjukanTuturBatin Live Concert 

9 Juni 2023, Jatim Expo Surabaya
16 Juni 2023, Tennis Indoor Senayan Jakarta

Penjualan tiket akan dimulai pada 8 Mei 2023 di @loketcom https://t.co/8QECuKqxQm"	yurayunita	['@loketcom']
@tanyakanrl untuk barang sih untuk sekarang ga ada tapi kalau wishlist sepertinya konser coldplay kalau beneran jadi ke indo 🤣	amannjiwo	['@tanyakanrl']
@eitakhagf sparks coldplay dh tu oaling sakit ati ak dengerinnya	berry4gin	['@eitakhagf']
@user12220114 kamu buka jastip coldplay kaah?🥹	noona_be_like	['@user12220114']
@IDWantsColdplay @alienradiofm @coldplay 9 mei bang @riyudianto	AditGustiana	['@IDWantsColdplay', '@alienradiofm', '@coldplay', '@riyudianto']
@aluujoki @tanyakanrl Pdhl pas konser coldplay ts jg ada yg post gini. Emng udh template dr dulu kok😃	Jaychee_A	['@aluujoki', '@tanyakanrl']
@SofiaEliasz Takyah. Tunggu coldplay 😂	lilslothhh	['@SofiaEliasz']
@grizisdead alamak kalau coldplay maaf ler saya tak layan	firanamiaho	['@grizisdead']
@inazallya Weh I rasa u beli ticket coldplay lagi senang	SyazaRahizad	['@inazallya']
@chaa_unkVR1 Mau konser di sini kan coldplay🎶🎶	Iyaaaa_iniaku	['@chaa_unkVR1']
@somuchlov33 @ohmybeautybank ok, tp km beliin tiket coldplay	tiraMIssY0oU	['@somuchlov33', '@ohmybeautybank']
"@sabrinaaynv Tunggu pengumuman di web resmi Coldplay disik..
Di umum ke 9 mei yg tur Asia"	arigum	['@sabrinaaynv']
@flawwsomee Bmth sama coldplay prnah debat juga wkwk	buatandedek	['@flawwsomee']
@riyansupyans Bnyk uang dan dpt tiket coldplay	masasihguys	['@riyansupyans']
@westenthu i’m scared because coldplay tuh buka ticketing biasanya ga jauh2 setelah announcement	myloxylohope	['@westenthu']
Kalo jadi, kalian bakal nonton konser @coldplay ga?	curiousguyjkt_	['@coldplay']
@my1004yjh Semoga svt gak dktan sm coldplay plis duit 😫😫😫😫	kupseniyo	['@my1004yjh']
@bangmicc mending beli lv bg terus geber di konser coldplay	doubleyuly	['@bangmicc']
@IDWantsColdplay @coldplay Seketika buka rek bca	Ry_Odji	['@IDWantsColdplay', '@coldplay']
@ViantyTJP @vinodii Belum, ini announcement official dari Coldplay rumornya tgl 9Mei, baru nanti promotor announce	pejuanghidup26	['@ViantyTJP', '@vinodii']
@nna gak jalan-jalan sih.. tapi pengen banget nonton konser coldplay tahun ini 🥹💗	tiramissad	['@nna']
@IDWantsColdplay @coldplay Info jastippp	kr1spykremee	['@IDWantsColdplay', '@coldplay']
@talodhy_ Padalan ini bukan tentang coldplay lho.	randy_kempel	['@talodhy_']
@chermawan93 konser Tutur Batin dulu baru Coldplay nih kak Che😉	BowoAreztu	['@chermawan93']
@sunkisstmh @coldplay Menunggu fancam YELLOW HEHEH	27082min	['@sunkisstmh', '@coldplay']
